payment_id,account_id,payment_date,amount,payment_method,payment_status
PMT000429,DC100246,30/10/2025,436.65,Bank Transfer,Cleared
PMT000430,DC100246,2026-03-05,223.47,Standing Order,Cleared
PMT000431,DC100246,15-01-2025,308.8,DEBIT CARD,Cleared
PMT000432,DC100250,15-10-2024,258.1,Bank Transfer,Cleared
PMT000433,DC100250,30-03-2024,232.75,Direct Debit,Cleared
PMT000434,DC100250,17/05/2024,32.6,Cheque,Cleared
PMT000435,DC100250,15/04/2024,311.53,Debit Card,Cleared
PMT000436,DC100250,2023-12-18,238.53,DEBIT CARD,Cleared
PMT000437,DC100252,14/06/2024,10.67,Debit Card,Cleared
PMT000438,DC100253,2026-08-13,37.3,Standing Order,Cleared
PMT000439,DC100253,2026-09-12,38.85,debit card,Cleared
PMT000440,DC100254,18/06/2026,335.36,Bank Transfer,Cleared
PMT000441,DC100255,03/09/2024,25.18,Card,Pending
PMT000442,DC100255,21/09/2025,327.41,DEBIT CARD,Cleared
PMT000443,DC100259,2024-09-08,38.38,debit card,Cleared
PMT000444,DC100259,2025-12-04,30.32,debit card,Cleared
PMT000445,DC100260,20-04-2026,270.0,Cash,Cleared
PMT000446,DC100260,08/09/2026,161.86,DEBIT CARD,Cleared
PMT000447,DC100261,2025-12-02,415.14,Direct Debit,Cleared
PMT000448,DC100261,16/04/2026,58.65,Direct Debit,Cleared
PMT000449,DC100261,2025-08-26,12.85,Cash,Cleared
PMT000450,DC100262,05/10/2025,16.08,Cheque,Cleared
PMT000451,DC100262,2025-09-22,493.59,Cheque,Cleared
PMT000452,DC100263,2026-02-25,33.51,DEBIT CARD,Cleared
PMT000453,DC100264,2025-06-10,22.99,Cash,Cleared
PMT000454,DC100265,04/03/2026,19.59,Cheque,Cleared
PMT000455,DC100267,2026-04-21,47.58,Standing Order,Cleared
PMT000456,DC100267,2025-09-16,10.92,DEBIT CARD,Cleared
PMT000457,DC100269,09/17/2025,150.45,Cheque,Cleared
PMT000458,DC100269,2026-01-19,361.4,Cash,Pending
PMT000459,DC100269,2025-12-11,40.89,Cheque,Cleared
PMT000460,DC100269,26-01-2025,38.52,Card,Cleared
PMT000461,DC100269,2025-05-26,19.22,DEBIT CARD,Cleared
PMT000462,DC100271,2025-10-18,275.44,debit card,Cleared
PMT000463,DC100273,2026-06-14,6.08,Debit Card,Cleared
PMT000464,DC100274,2024-09-13,43.23,DEBIT CARD,Cleared
PMT000465,DC100274,2025-12-09,67.22,Standing Order,Cleared
PMT000466,DC100274,29/07/2025,262.91,Standing Order,Pending
PMT000467,DC100274,2026-02-07,7.06,debit card,Cleared
PMT000468,DC100275,02/11/2024,26.54,DEBIT CARD,Cleared
PMT000469,DC100275,11/10/2023,37.58,Cheque,Cleared
PMT000470,DC100275,2024-10-04,23.9,Debit Card,Cleared
PMT000471,DC100275,2025-06-19,447.94,Standing Order,Cleared
PMT000472,DC100279,2025-06-11,238.04,Standing Order,Cleared
PMT000473,DC100279,01/04/2024,186.94,Debit Card,Cleared
PMT000474,DC100280,01-10-2024,16.2,DEBIT CARD,Cleared
PMT000475,DC100280,29/12/2023,288.17,debit card,Cleared
PMT000476,DC100281,22/06/2025,26.69,Standing Order,Cleared
PMT000477,DC100281,2025-10-18,40.22,Cash,Cleared
PMT000478,DC100282,2024-07-31,75.91,Cheque,Cleared
PMT000479,DC100282,2025-02-19,18.31,Card,Cleared
PMT000480,DC100282,2025-12-12,284.19,Bank Transfer,Cleared
PMT000481,DC100282,29/09/2024,40.93,Card,Cleared
PMT000482,DC100282,2025-10-21,8.58,Cheque,Cleared
PMT000483,DC100283,2026-05-01,305.66,Cash,Cleared
PMT000484,DC100284,2025-10-14,284.84,Bank Transfer,Cleared
PMT000485,DC100284,16-05-2026,7.51,Debit Card,Cleared
PMT000486,DC100285,23/05/2026,25.32,Bank Transfer,Cleared
PMT000487,DC100286,2026-08-19,46.54,Card,Cleared
PMT000488,DC100287,2025-11-01,43.24,DEBIT CARD,Cleared
PMT000489,DC100288,2023-11-25,31.27,debit card,Cleared
PMT000490,DC100288,2024-09-16,414.64,Cheque,Cleared
PMT000491,DC100288,2024-07-13,117.13,Direct Debit,Cleared
PMT000492,DC100291,03/04/2025,46.1,debit card,Cleared
PMT000493,DC100291,2025-09-07,40.46,debit card,Failed
PMT000494,DC100291,08/09/2025,25.44,Card,Cleared
PMT000495,DC100291,29/07/2026,327.04,debit card,Cleared
PMT000496,DC100291,2025-10-19,37.68,Cheque,Failed
PMT000497,DC100291,06-09-2025,8.53,Card,Pending
PMT000498,DC100292,2026-04-21,476.95,Standing Order,Cleared
PMT000499,DC100292,2026-05-03,25.02,Cheque,Cleared
PMT000500,DC100294,29/12/2024,456.23,Standing Order,Cleared
PMT000501,DC100294,2025-06-16,139.07,Cash,Cleared
PMT000502,DC100294,19/03/2025,118.61,DEBIT CARD,Cleared
PMT000503,DC100295,26/10/2024,496.91,Cheque,Cleared
PMT000504,DC100296,06/29/2025,32.19,Direct Debit,Cleared
PMT000505,DC100296,2025-09-25,333.53,Standing Order,Failed
PMT000506,DC100296,2026-02-10,391.58,Cash,Cleared
PMT000507,DC100296,11/08/2025,466.46,Direct Debit,Cleared
PMT000508,DC100297,2026-01-09,18.29,Cash,Pending
PMT000509,DC100297,24-02-2025,248.37,DEBIT CARD,Cleared
PMT000510,DC100299,2026-05-29,28.25,debit card,Cleared
PMT000511,DC100300,03-07-2026,38.91,DEBIT CARD,Cleared
PMT000512,DC100300,05/08/2026,24.99,DEBIT CARD,Cleared
PMT000513,DC100300,2026-08-21,49.67,Bank Transfer,Cleared
PMT000514,DC100301,14-08-2026,154.98,debit card,Cleared
PMT000515,DC100303,04-09-2026,26.6,Direct Debit,Cleared
PMT000516,DC100303,07/11/2026,19.0,debit card,Cleared
PMT000517,DC100304,2026-04-01,326.04,Direct Debit,Pending
PMT000518,DC100305,2026-07-02,119.65,Bank Transfer,Cleared
PMT000519,DC100305,2026-04-13,219.25,Direct Debit,Cleared
PMT000520,DC100305,05/23/2026,348.7,Standing Order,Cleared
PMT000521,DC100305,2025-11-12,452.55,debit card,Cleared
PMT000522,DC100308,2025-08-31,25.81,debit card,Cleared
PMT000523,DC100308,2026-06-01,134.59,Cheque,Cleared
PMT000524,DC100308,08/04/2026,36.23,Cheque,Cleared
PMT000525,DC100308,2026-02-17,5.22,Cheque,Cleared
PMT000526,DC100308,2025-01-17,493.5,Bank Transfer,Cleared
PMT000527,DC100309,2026-05-05,32.95,Debit Card,Failed
PMT000528,DC100309,2026-08-02,35.03,Cash,Cleared
PMT000529,DC100310,26-05-2025,16.61,Bank Transfer,Cleared
PMT000530,DC100310,16/09/2025,38.29,Card,Cleared
PMT000531,DC100311,25/05/2024,358.97,DEBIT CARD,Cleared
PMT000532,DC100311,04-06-2024,16.87,DEBIT CARD,Cleared
PMT000533,DC100312,2026-07-01,472.41,debit card,Failed
PMT000534,DC100312,2025-07-17,39.74,Bank Transfer,Failed
PMT000535,DC100314,21/09/2026,104.7,Standing Order,Cleared
PMT000536,DC100314,2025-09-08,12.0,debit card,Cleared
PMT000537,DC100315,2024-12-17,258.1,Debit Card,Cleared
PMT000538,DC100315,2026-08-24,8.05,Bank Transfer,Cleared
PMT000539,DC100315,2025-03-12,335.78,DEBIT CARD,Cleared
PMT000540,DC100316,2026-04-26,430.57,Bank Transfer,Cleared
PMT000541,DC100317,27/07/2026,357.71,Direct Debit,Cleared
PMT000542,DC100318,2024-01-22,44.24,Cheque,Cleared
PMT000543,DC100318,2024-06-18,6.09,Cash,Cleared
PMT000544,DC100319,2025-08-04,31.72,debit card,Cleared
PMT000545,DC100320,08/03/2025,12.73,Bank Transfer,Failed
PMT000546,DC100321,2024-10-05,26.06,debit card,Cleared
PMT000547,DC100321,2025-01-03,27.89,Bank Transfer,Cleared
PMT000548,DC100321,10/09/2025,47.81,DEBIT CARD,Cleared
PMT000549,DC100321,02/08/2025,433.72,Cash,Failed
PMT000550,DC100321,05/07/2024,16.47,Standing Order,Failed
PMT000551,DC100321,03/13/2025,48.34,Card,Cleared
PMT000552,DC100322,2025-03-15,122.14,Bank Transfer,Cleared
PMT000553,DC100322,2024-02-11,21.27,Card,Cleared
PMT000554,DC100322,13/09/2024,301.38,Direct Debit,Cleared
PMT000555,DC100324,18/06/2026,8.75,debit card,Cleared
PMT000556,DC100329,2025-12-12,111.98,Cheque,Cleared
PMT000557,DC100329,2026-05-02,27.05,debit card,Cleared
PMT000558,DC100330,2024-12-28,9.11,Cash,Cleared
PMT000559,DC100332,2026-04-24,10.8,Debit Card,Failed
PMT000560,DC100332,30/04/2026,10.81,Card,Cleared
PMT000561,DC100332,2026-09-18,444.72,Direct Debit,Cleared
PMT000562,DC100334,09/01/2026,11.37,Standing Order,Cleared
PMT000563,DC100334,08/08/2025,403.05,Card,Cleared
PMT000564,DC100335,2025-04-01,175.3,Standing Order,Cleared
PMT000565,DC100336,2026-03-25,358.6,Cheque,Cleared
PMT000566,DC100337,2025-09-02,9.27,debit card,Cleared
PMT000567,DC100340,01/07/2026,344.39,debit card,Cleared
PMT000568,DC100342,2026-02-21,36.42,Card,Cleared
PMT000569,DC100342,2026-03-27,341.56,Direct Debit,Cleared
PMT000570,DC100345,2026-05-31,13.93,Standing Order,Cleared
PMT000571,DC100349,16-05-2025,8.71,Direct Debit,Failed
PMT000572,DC100349,2025-10-04,41.11,DEBIT CARD,Cleared
PMT000573,DC100350,2026-01-01,42.21,Cash,Cleared
PMT000574,DC100350,18/12/2025,34.73,Debit Card,Cleared
PMT000575,DC100350,18/05/2026,19.45,Standing Order,Pending
PMT000576,DC100350,2026-09-03,368.89,DEBIT CARD,Cleared
PMT000577,DC100350,2026-01-17,39.52,debit card,Failed
PMT000578,DC100351,04/12/2025,99.06,Bank Transfer,Cleared
PMT000579,DC100352,18/07/2026,39.96,Cheque,Cleared
PMT000580,DC100352,19-04-2026,33.6,Debit Card,Cleared
PMT000581,DC100353,15/02/2024,378.74,Bank Transfer,Pending
PMT000582,DC100353,2024-11-25,47.08,Direct Debit,Cleared
PMT000583,DC100353,02/04/2025,35.45,Card,Pending
PMT000584,DC100353,2025-07-09,28.04,Card,Cleared
PMT000585,DC100353,2025-05-30,26.03,Debit Card,Cleared
PMT000586,DC100354,01/03/2026,432.34,Cheque,Cleared
PMT000587,DC100355,11-02-2025,17.47,DEBIT CARD,Cleared
PMT000588,DC100356,2025-01-24,466.81,Direct Debit,Cleared
PMT000589,DC100356,30/07/2025,225.95,Direct Debit,Cleared
PMT000590,DC100357,23/07/2025,19.82,DEBIT CARD,Cleared
PMT000591,DC100357,25-04-2025,434.78,Card,Cleared
PMT000592,DC100357,2025-04-12,34.97,debit card,Cleared
PMT000593,DC100357,20/12/2024,35.47,Debit Card,Cleared
PMT000594,DC100357,02/06/2025,25.96,Cash,Cleared
PMT000595,DC100357,15/07/2025,29.06,Bank Transfer,Cleared
PMT000596,DC100358,2025-11-14,233.96,Bank Transfer,Cleared
PMT000597,DC100359,2026-01-19,8.91,debit card,Cleared
PMT000598,DC100359,08/05/2026,178.13,Bank Transfer,Cleared
PMT000599,DC100360,2024-09-10,269.28,debit card,Cleared
PMT000600,DC100360,2024-09-07,191.28,DEBIT CARD,Pending
PMT000601,DC100360,02/09/2024,101.1,Standing Order,Cleared
PMT000602,DC100360,2025-01-06,409.69,Standing Order,Cleared
PMT000603,DC100360,11/11/2025,31.87,DEBIT CARD,Cleared
PMT000604,DC100360,2025-03-06,246.92,Standing Order,Cleared
PMT000605,DC100361,2025-11-11,15.66,Cash,Cleared
PMT000606,DC100361,12/01/2025,51.97,Cash,Cleared
PMT000607,DC100361,2024-12-22,7.3,Cash,Cleared
PMT000608,DC100361,2025-07-21,32.26,Direct Debit,Cleared
PMT000609,DC100361,2024-07-31,320.27,debit card,Failed
PMT000610,DC100361,2024-09-23,23.01,debit card,Cleared
PMT000611,DC100361,2024-07-23,303.91,Cash,Cleared
PMT000612,DC100361,2025-09-28,339.49,Debit Card,Cleared
PMT000613,DC100364,17-03-2025,325.22,debit card,Cleared
PMT000614,DC100365,12/04/2024,29.81,Direct Debit,Cleared
PMT000615,DC100366,2025-10-19,31.01,Standing Order,Failed
PMT000616,DC100366,05-06-2025,121.83,Debit Card,Cleared
PMT000617,DC100366,06/10/2025,343.57,Cheque,Cleared
PMT000618,DC100367,13-04-2026,293.66,Bank Transfer,Cleared
PMT000619,DC100367,2025-12-01,11.78,Standing Order,Pending
PMT000620,DC100369,2025-01-09,214.55,Bank Transfer,Cleared
PMT000621,DC100370,09/10/2025,419.86,Cheque,Cleared
PMT000622,DC100370,2025-07-25,257.46,Card,Cleared
PMT000623,DC100370,2026-02-09,248.68,debit card,Cleared
PMT000624,DC100370,2024-10-02,88.88,Bank Transfer,Cleared
PMT000625,DC100371,06/04/2026,495.01,Standing Order,Cleared
PMT000626,DC100371,15-12-2025,138.14,Standing Order,Cleared
PMT000627,DC100374,2025-09-29,187.53,Cash,Cleared
PMT000628,DC100378,2026-01-02,11.01,Cash,Cleared
PMT000629,DC100378,2025-04-27,321.77,Card,Failed
PMT000630,DC100378,2025-08-08,361.46,DEBIT CARD,Cleared
PMT000631,DC100378,2026-08-13,26.03,DEBIT CARD,Cleared
PMT000632,DC100381,2025-04-11,341.65,debit card,Pending
PMT000633,DC100381,2024-04-06,6.57,Debit Card,Cleared
PMT000634,DC100382,18/11/2025,129.47,Debit Card,Cleared
PMT000635,DC100382,2025-04-29,35.87,Bank Transfer,Failed
PMT000636,DC100384,2026-04-19,341.79,Direct Debit,Cleared
PMT000637,DC100384,15/11/2025,38.67,Cash,Cleared
PMT000638,DC100384,2025-05-01,124.59,Standing Order,Cleared
PMT000639,DC100384,03/14/2025,67.71,Standing Order,Cleared
PMT000640,DC100384,29/04/2026,440.78,debit card,Cleared
PMT000641,DC100385,2026-07-14,38.46,Card,Cleared
PMT000642,DC100386,30/10/2024,70.89,Card,Cleared
PMT000643,DC100386,03/16/2024,17.38,Card,Failed
PMT000644,DC100386,2024-12-06,27.65,Cash,Cleared
PMT000645,DC100386,2025-09-19,30.99,Cheque,Cleared
PMT000646,DC100387,2026-04-29,9.92,Debit Card,Cleared
PMT000647,DC100387,12/11/2024,162.63,Card,Cleared
PMT000648,DC100388,2026-04-15,210.63,Standing Order,Cleared
PMT000649,DC100389,2024-08-31,34.29,Debit Card,Cleared
PMT000650,DC100389,07-11-2024,327.29,Bank Transfer,Failed
PMT000651,DC100389,09/12/2024,123.78,Card,Cleared
PMT000652,DC100392,2025-03-31,17.6,Cheque,Cleared
PMT000653,DC100392,10-01-2024,296.44,DEBIT CARD,Cleared
PMT000654,DC100392,2024-12-09,132.42,Card,Failed
PMT000655,DC100394,16-01-2025,276.55,Card,Cleared
PMT000656,DC100394,2024-08-16,166.09,Cheque,Cleared
PMT000657,DC100394,22-07-2025,46.68,debit card,Cleared
PMT000658,DC100394,2025-07-13,362.92,Standing Order,Cleared
PMT000659,DC100394,2024-07-17,28.22,Cheque,Cleared
PMT000660,DC100395,12-09-2026,404.75,debit card,Pending
PMT000661,DC100396,31/12/2025,11.12,Debit Card,Cleared
PMT000662,DC100396,2026-01-17,20.09,Cash,Cleared
PMT000663,DC100397,2025-04-14,33.6,Debit Card,Cleared
PMT000664,DC100397,06/11/2025,37.2,Card,Cleared
PMT000665,DC100397,2025-04-21,44.25,Standing Order,Cleared
PMT000666,DC100398,2024-03-18,431.35,Card,Cleared
PMT000667,DC100401,09/05/2025,219.52,debit card,Cleared
PMT000668,DC100401,03-07-2024,12.44,Cash,Cleared
PMT000669,DC100401,21/11/2025,36.72,Cash,Cleared
PMT000670,DC100401,2026-02-14,28.67,Card,Cleared
PMT000671,DC100401,2024-11-08,7.0,Bank Transfer,Cleared
PMT000672,DC100402,20-02-2025,14.43,Direct Debit,Cleared
PMT000673,DC100402,2025-06-29,249.13,Card,Cleared
PMT000674,DC100403,12/03/2025,114.81,debit card,Cleared
PMT000675,DC100403,2025-08-30,49.73,Cheque,Cleared
PMT000676,DC100403,2025-05-21,13.19,Cheque,Cleared
PMT000677,DC100407,22/05/2026,433.12,DEBIT CARD,Cleared
PMT000678,DC100407,2026-08-16,210.4,Direct Debit,Failed
PMT000679,DC100407,23/08/2026,38.55,Bank Transfer,Cleared
PMT000680,DC100407,02/02/2026,123.45,Debit Card,Cleared
PMT000681,DC100408,03/17/2026,28.45,DEBIT CARD,Cleared
PMT000682,DC100409,2026-01-29,23.7,Cash,Cleared
PMT000683,DC100410,2025-11-21,287.44,debit card,Pending
PMT000684,DC100411,2026-07-22,38.58,Direct Debit,Cleared
PMT000685,DC100411,09/04/2026,321.03,Card,Cleared
PMT000686,DC100412,2026-07-04,326.73,Cheque,Cleared
PMT000687,DC100414,2025-04-21,14.28,Direct Debit,Cleared
PMT000688,DC100414,2024-09-23,475.4,Standing Order,Cleared
PMT000689,DC100415,2026-01-25,29.74,Debit Card,Cleared
PMT000690,DC100416,2026-03-26,25.57,Cash,Cleared
PMT000691,DC100416,2026-02-12,257.36,debit card,Cleared
PMT000692,DC100418,2026-05-07,203.28,Cash,Cleared
PMT000693,DC100418,2026-01-11,35.97,DEBIT CARD,Cleared
PMT000694,DC100418,2026-02-28,301.62,Bank Transfer,Cleared
PMT000695,DC100418,2026-05-21,469.86,Card,Cleared
PMT000696,DC100420,19-05-2026,44.31,Standing Order,Cleared
PMT000697,DC100422,05-07-2024,349.16,debit card,Cleared
PMT000698,DC100422,2024-06-20,28.08,Cheque,Cleared
PMT000699,DC100422,2026-04-24,43.62,Bank Transfer,Pending
PMT000700,DC100422,03/06/2024,38.16,debit card,Cleared
PMT000701,DC100424,15/12/2025,40.87,Cash,Cleared
PMT000702,DC100425,2026-06-16,368.33,DEBIT CARD,Cleared
PMT000703,DC100425,2026-08-30,119.24,debit card,Failed
PMT000704,DC100426,19/05/2026,14.18,Cheque,Cleared
PMT000705,DC100426,2026-08-17,395.21,Bank Transfer,Cleared
PMT000706,DC100428,20-06-2024,10.22,Bank Transfer,Cleared
PMT000707,DC100429,05/08/2026,316.43,Card,Failed
PMT000708,DC100430,2025-01-11,30.02,debit card,Cleared
PMT000709,DC100430,01/06/2025,10.27,Card,Cleared
PMT000710,DC100430,2025-12-27,48.39,Standing Order,Cleared
PMT000711,DC100430,2026-08-24,74.23,Standing Order,Cleared
PMT000712,DC100430,01/07/2025,36.09,Standing Order,Cleared
PMT000713,DC100430,27/12/2024,19.45,Direct Debit,Cleared
PMT000714,DC100431,2026-01-22,409.56,debit card,Failed
PMT000715,DC100431,30/01/2026,263.64,Cash,Failed
PMT000716,DC100431,2026-08-20,366.51,DEBIT CARD,Cleared
PMT000717,DC100431,2025-12-12,10.3,DEBIT CARD,Cleared
PMT000718,DC100432,05/15/2026,396.13,DEBIT CARD,Pending
PMT000719,DC100432,04-02-2026,32.54,Debit Card,Cleared
PMT000720,DC100432,2025-06-15,176.42,debit card,Cleared
PMT000721,DC100432,07/03/2025,14.82,DEBIT CARD,Cleared
PMT000722,DC100432,2024-07-06,40.16,Cheque,Cleared
PMT000723,DC100432,2024-12-30,14.73,debit card,Cleared
PMT000724,DC100432,2025-04-15,44.68,Bank Transfer,Cleared
PMT000725,DC100432,2026-02-08,113.96,Card,Cleared
PMT000726,DC100433,2026-03-28,21.02,Direct Debit,Cleared
PMT000727,DC100433,25/08/2026,483.73,Card,Cleared
PMT000728,DC100433,2026-01-18,270.07,Direct Debit,Cleared
PMT000729,DC100436,2025-08-09,409.8,DEBIT CARD,Cleared
PMT000730,DC100436,2025-10-27,108.62,Direct Debit,Cleared
PMT000731,DC100437,2026-07-24,167.07,Debit Card,Cleared
PMT000732,DC100438,13/12/2023,21.64,Cheque,Cleared
PMT000733,DC100440,2025-09-24,9.59,Direct Debit,Cleared
PMT000734,DC100440,12/11/2025,386.75,Cash,Cleared
PMT000735,DC100441,2026-07-25,12.9,debit card,Cleared
PMT000736,DC100442,02-05-2026,90.28,Debit Card,Cleared
PMT000737,DC100442,2026-07-26,202.08,debit card,Cleared
PMT000738,DC100442,14/09/2025,91.72,Bank Transfer,Pending
PMT000739,DC100443,31/05/2026,262.21,Bank Transfer,Cleared
PMT000740,DC100443,2026-08-09,411.31,Card,Cleared
PMT000741,DC100443,2025-07-06,196.18,Debit Card,Cleared
PMT000742,DC100443,2025-08-06,463.42,Debit Card,Cleared
PMT000743,DC100444,31-01-2026,417.31,Card,Pending
PMT000744,DC100447,2026-04-12,30.94,Cheque,Cleared
PMT000745,DC100449,2025-04-20,425.89,Cash,Cleared
PMT000746,DC100449,2025-10-12,55.39,Standing Order,Cleared
PMT000747,DC100450,15/04/2026,363.7,Bank Transfer,Cleared
PMT000748,DC100450,2025-01-09,420.49,Cheque,Cleared
PMT000749,DC100452,2024-01-21,250.23,Card,Cleared
PMT000750,DC100452,02/09/2025,345.25,debit card,Cleared
PMT000751,DC100452,07/09/2024,400.18,Card,Cleared
PMT000752,DC100452,30/05/2024,33.15,Cash,Cleared
PMT000753,DC100452,11/06/2025,14.09,Card,Cleared
PMT000754,DC100452,2025-10-09,27.14,Direct Debit,Failed
PMT000755,DC100453,2025-11-25,255.36,Standing Order,Cleared
PMT000756,DC100453,2025-01-08,439.39,Debit Card,Cleared
PMT000757,DC100453,2025-01-16,471.2,Standing Order,Cleared
PMT000758,DC100453,18-12-2025,16.6,Standing Order,Cleared
PMT000759,DC100453,2026-06-16,25.59,Cheque,Pending
PMT000760,DC100455,09/01/2025,499.99,Cheque,Cleared
PMT000761,DC100455,2025-10-16,5.21,Bank Transfer,Pending
PMT000762,DC100455,11/12/2024,8.89,Card,Cleared
PMT000763,DC100455,2026-02-09,77.18,debit card,Cleared
PMT000764,DC100456,2024-08-11,146.75,DEBIT CARD,Failed
PMT000765,DC100457,08/08/2025,28.83,Debit Card,Cleared
PMT000766,DC100457,23/05/2025,42.93,Direct Debit,Cleared
PMT000767,DC100457,2025-03-01,237.61,Direct Debit,Cleared
PMT000768,DC100457,2023-10-29,30.68,Cheque,Cleared
PMT000769,DC100458,2025-09-11,293.37,Bank Transfer,Cleared
PMT000770,DC100458,2025-02-13,171.06,debit card,Cleared
PMT000771,DC100458,04/30/2025,35.46,Card,Cleared
PMT000772,DC100459,06/01/2025,5.16,Direct Debit,Cleared
PMT000773,DC100459,2024-03-16,488.74,Direct Debit,Failed
PMT000774,DC100460,2026-05-31,478.86,DEBIT CARD,Cleared
PMT000775,DC100460,2025-10-15,257.65,Debit Card,Cleared
PMT000776,DC100461,2025-04-22,172.29,DEBIT CARD,Cleared
PMT000777,DC100461,2025-06-15,26.7,Debit Card,Cleared
PMT000778,DC100462,2025-10-31,32.02,DEBIT CARD,Cleared
PMT000779,DC100464,05/04/2025,12.17,DEBIT CARD,Cleared
PMT000780,DC100464,2024-10-02,129.52,Direct Debit,Cleared
PMT000781,DC100464,2025-06-17,42.1,Debit Card,Cleared
PMT000782,DC100464,2024-09-20,16.29,DEBIT CARD,Failed
PMT000783,DC100464,2024-10-16,44.91,Card,Cleared
PMT000784,DC100464,2025-03-02,22.94,Bank Transfer,Cleared
PMT000785,DC100465,2026-04-25,247.95,Standing Order,Cleared
PMT000786,DC100465,09/08/2025,343.65,Cheque,Cleared
PMT000787,DC100465,2025-12-18,9.31,DEBIT CARD,Cleared
PMT000788,DC100465,06/19/2026,115.46,Direct Debit,Cleared
PMT000789,DC100466,2025-10-19,14.19,Card,Cleared
PMT000790,DC100466,05/03/2024,255.57,Card,Cleared
PMT000791,DC100467,08/06/2025,317.24,debit card,Cleared
PMT000792,DC100468,30/07/2026,55.26,debit card,Cleared
PMT000793,DC100469,2025-12-04,150.42,DEBIT CARD,Cleared
PMT000794,DC100469,2026-05-22,30.97,Bank Transfer,Cleared
PMT000795,DC100469,2024-10-18,200.73,Bank Transfer,Cleared
PMT000796,DC100469,2025-09-16,20.86,DEBIT CARD,Pending
PMT000797,DC100471,2025-06-11,46.26,Card,Cleared
PMT000798,DC100473,2026-09-17,76.19,Direct Debit,Failed
PMT000799,DC100473,2026-05-30,115.91,Direct Debit,Cleared
PMT000800,DC100473,16/08/2026,225.73,Direct Debit,Cleared
PMT000801,DC100474,2024-12-07,46.32,Standing Order,Cleared
PMT000802,DC100474,2025-10-06,321.44,Card,Pending
PMT000803,DC100474,14-03-2024,38.65,debit card,Cleared
PMT000804,DC100475,2026-06-05,138.97,Card,Pending
PMT000805,DC100475,2025-01-30,26.8,Debit Card,Cleared
PMT000806,DC100475,2025-08-24,397.02,Card,Cleared
PMT000807,DC100475,08/07/2025,238.31,Cheque,Cleared
PMT000808,DC100476,07-10-2025,24.82,Cash,Cleared
PMT000809,DC100476,2025-03-08,22.5,Card,Cleared
PMT000810,DC100476,07/07/2025,24.91,DEBIT CARD,Cleared
PMT000811,DC100476,2025-12-14,41.87,Card,Failed
PMT000812,DC100476,28/02/2025,157.88,Cheque,Cleared
PMT000813,DC100476,2024-12-30,46.87,Cash,Cleared
PMT000814,DC100477,2026-02-18,358.71,Debit Card,Cleared
PMT000815,DC100477,2025-09-26,440.5,Cheque,Cleared
PMT000816,DC100477,10/10/2025,231.06,Cheque,Cleared
PMT000817,DC100477,02/11/2025,24.17,Cash,Failed
PMT000818,DC100479,2025-10-26,36.99,Debit Card,Cleared
PMT000819,DC100479,05/02/2026,14.97,Card,Cleared
PMT000820,DC100479,2024-09-09,282.03,Debit Card,Cleared
PMT000821,DC100479,05-10-2025,13.69,Debit Card,Failed
PMT000822,DC100480,31/05/2026,293.89,Card,Failed
PMT000823,DC100480,12/05/2025,31.9,Direct Debit,Cleared
PMT000824,DC100480,2025-03-18,44.47,Direct Debit,Cleared
PMT000825,DC100482,2025-09-17,27.16,Cheque,Cleared
PMT000826,DC100482,25-04-2024,476.48,Debit Card,Cleared
PMT000827,DC100483,2024-02-29,48.33,Standing Order,Cleared
PMT000828,DC100483,10-02-2024,442.19,Debit Card,Cleared
PMT000829,DC100484,2025-03-29,262.03,Card,Cleared
PMT000830,DC100485,01/12/2023,22.49,debit card,Cleared
PMT000831,DC100486,2026-05-29,316.36,Standing Order,Cleared
PMT000832,DC100486,2026-07-20,10.3,Card,Cleared
PMT000833,DC100487,2024-07-14,44.37,Direct Debit,Failed
PMT000834,DC100487,11/07/2025,278.59,Bank Transfer,Failed
PMT000835,DC100487,05/07/2024,178.02,debit card,Cleared
PMT000836,DC100488,2025-04-26,446.66,Standing Order,Cleared
PMT000837,DC100488,2025-10-31,21.17,Standing Order,Cleared
PMT000838,DC100488,17-03-2026,105.1,Standing Order,Cleared
PMT000839,DC100488,25/09/2025,408.31,Debit Card,Cleared
PMT000840,DC100488,2026-06-04,45.82,Cheque,Cleared
PMT000841,DC100488,04/01/2026,231.77,Card,Failed
PMT000842,DC100488,2026-04-21,16.8,Card,Cleared
PMT000843,DC100488,22/05/2026,323.77,Standing Order,Cleared
PMT000844,DC100489,19/07/2025,436.73,debit card,Cleared
PMT000845,DC100490,2025-09-13,25.44,Cash,Pending
PMT000846,DC100490,2025-09-11,286.0,Standing Order,Cleared
PMT000847,DC100490,08/05/2026,19.41,debit card,Pending
PMT000848,DC100492,2025-03-16,373.62,debit card,Failed
PMT000849,DC100492,17/10/2025,171.53,Card,Cleared
PMT000850,DC100492,11/04/2025,70.69,Cash,Cleared
PMT000851,DC100492,2024-12-12,78.31,DEBIT CARD,Cleared
PMT000852,DC100496,17/05/2026,20.37,Debit Card,Cleared
PMT000853,DC100497,2026-04-26,44.54,Cash,Cleared
PMT000854,DC100497,2025-03-31,33.17,Cash,Cleared
PMT000855,DC100498,2026-06-05,46.33,Cheque,Cleared
PMT000856,DC100498,24-09-2025,5.3,Cheque,Cleared
PMT000857,DC100500,04/10/2025,63.94,Card,Cleared
PMT000858,DC100500,06-02-2026,335.83,Card,Cleared
