comm_id,account_id,comm_date,channel,duration_minutes,outcome,conc_compliant_script_used,agent
COM000759,DC100323,01/10/2024,Letter,,Disputed Debt,N,Oliver M.
COM000760,DC100324,2026-03-28,Letter,,DSAR Request Logged,Y,Marie P.
COM000761,DC100325,23/07/2026,Letter,,Payment Arranged,Y,Luke N.
COM000762,DC100327,2026-01-19,Outbound Call,11.7,Left Voicemail,Y,Gordon S.
COM000763,DC100327,2026-08-01,outbound call,13.9,Disputed Debt,Y,Lorraine H.
COM000764,DC100328,2025-11-19,outbound call,13.6,Payment Arranged,Y,Gemma W.
COM000765,DC100328,2026-06-30,Outbound Call,8.5,,Y,Kirsty A.
COM000766,DC100328,01/06/2025,SMS,,Payment Arranged,Y,Carol W.
COM000767,DC100329,12/21/2025,SMS,,Wrong Number,Y,Stephen H.
COM000768,DC100330,2025-05-05,Call,21.9,Requested Callback,Y,Nicole D.
COM000769,DC100330,2026-01-25,Letter,,DSAR Request Logged,Y,Heather A.
COM000770,DC100330,2025-07-26,outbound call,16.2,Disputed Debt,Y,Megan H.
COM000771,DC100331,2026-07-10,Outbound Call,14.3,No Answer,Y,Jemma J.
COM000772,DC100331,26/12/2025,outbound call,11.5,No Answer,Y,Jayne F.
COM000773,DC100332,11/19/2023,Letter,,DSAR Request Logged,Y,Marie M.
COM000774,DC100332,03/25/2025,Call,11.3,Payment Arranged,Y,Linda P.
COM000775,DC100332,2023-12-05,SMS,,Wrong Number,Y,Martin P.
COM000776,DC100333,2026-06-05,Call,14.7,Left Voicemail,Y,Daniel M.
COM000777,DC100334,12/20/2024,Letter,,Wrong Number,Y,Daniel H.
COM000778,DC100334,01/10/2025,Outbound Call,10.6,No Answer,Y,Wayne W.
COM000779,DC100334,2025-06-11,Letter,,Requested Callback,Y,Rita M.
COM000780,DC100335,2025-10-05,Inbound Call,10.3,Wrong Number,Unknown,Julia B.
COM000781,DC100335,25/12/2024,Call,21.5,No Answer,Y,Yvonne H.
COM000782,DC100336,2025-01-12,Outbound Call,16.5,Payment Arranged,Y,Stephen S.
COM000783,DC100336,2025-05-07,Outbound Call,1.2,Left Voicemail,Y,Jason F.
COM000784,DC100336,2025-04-08,SMS,,Requested Callback,N,Christopher C.
COM000785,DC100336,23-08-2024,outbound call,5.9,No Answer,Y,Alexandra C.
COM000786,DC100337,03-12-2024,outbound call,7.3,Payment Arranged,Y,Liam L.
COM000787,DC100337,2025-03-16,Inbound Call,8.3,Payment Arranged,Y,Rebecca G.
COM000788,DC100337,24/07/2024,outbound call,16.9,,Unknown,Terry P.
COM000789,DC100337,24-08-2025,Email,,No Answer,Y,Terence H.
COM000790,DC100338,2025-06-01,Outbound Call,13.2,Payment Arranged,Y,Diana G.
COM000791,DC100339,2026-03-04,Call,21.3,Payment Arranged,Y,Holly D.
COM000792,DC100341,2026-05-21,outbound call,2.1,Disputed Debt,Y,Lewis F.
COM000793,DC100343,2025-10-08,Outbound Call,4.0,No Answer,Unknown,Jacob W.
COM000794,DC100343,2025-08-31,Outbound Call,13.0,Disputed Debt,Unknown,Tina E.
COM000795,DC100343,2026-09-11,outbound call,5.8,Left Voicemail,Y,Sophie S.
COM000796,DC100344,2025-07-12,Email,,Left Voicemail,Y,Edward M.
COM000797,DC100344,2025-10-12,Email,,Call Dropped,Y,Mandy H.
COM000798,DC100344,10/05/2026,SMS,,Wrong Number,Y,Albert L.
COM000799,DC100344,20-07-2025,Letter,,Wrong Number,Y,Keith P.
COM000800,DC100344,2025-01-10,SMS,,Requested Callback,Y,Lindsey W.
COM000801,DC100345,2026-07-30,Email,,Left Voicemail,Y,Arthur A.
COM000802,DC100348,2024-05-15,Outbound Call,8.5,Complaint Raised,Unknown,Andrea W.
COM000803,DC100348,2025-01-03,outbound call,19.2,Left Voicemail,Y,Billy P.
COM000804,DC100348,2024-04-06,SMS,,Payment Arranged,Y,Jordan N.
COM000805,DC100348,10/01/2025,outbound call,8.4,,Y,Leanne C.
COM000806,DC100348,2024-12-01,Inbound Call,10.9,No Answer,Y,Melissa D.
COM000807,DC100348,07/10/2024,Call,20.4,Left Voicemail,Y,Claire H.
COM000808,DC100348,12/03/2024,outbound call,19.7,No Answer,Y,David E.
COM000809,DC100348,24/04/2025,Inbound Call,17.2,Disputed Debt,Y,Jack S.
COM000810,DC100348,06/10/2024,Inbound Call,13.9,No Answer,Y,Adam C.
COM000811,DC100348,03/05/2024,Inbound Call,8.3,No Answer,Y,Tracey L.
COM000812,DC100349,2026-05-30,Outbound Call,19.5,No Answer,Y,Glenn B.
COM000813,DC100349,2025-10-26,Outbound Call,5.0,No Answer,Y,Alexander N.
COM000814,DC100349,20/08/2026,Inbound Call,5.8,No Answer,Y,Phillip M.
COM000815,DC100349,07/11/2025,Call,14.8,Disputed Debt,Y,Ricky B.
COM000816,DC100350,2026-06-03,Outbound Call,3.2,,Y,Edward H.
COM000817,DC100350,26/05/2026,Email,,Customer Confirmed Vulnerability,Y,Yvonne T.
COM000818,DC100350,2026-07-18,Email,,Wrong Number,Y,Leonard B.
COM000819,DC100350,2026-04-25,outbound call,2.2,Requested Callback,Y,Craig J.
COM000820,DC100350,07/05/2026,outbound call,6.7,Left Voicemail,Y,Naomi H.
COM000821,DC100350,2026-05-06,outbound call,5.2,Disputed Debt,Y,Georgia A.
COM000822,DC100350,2025-03-16,Email,,No Answer,N,Charlene S.
COM000823,DC100351,2025-03-04,outbound call,8.2,,Y,George K.
COM000824,DC100351,2025-03-23,Inbound Call,17.4,DSAR Request Logged,Y,Samantha F.
COM000825,DC100351,23/01/2025,outbound call,3.3,Payment Arranged,Unknown,Joanna B.
COM000826,DC100352,13/09/2026,outbound call,3.5,Wrong Number,Y,Karen B.
COM000827,DC100352,09-09-2026,Inbound Call,19.7,No Answer,Y,Gary H.
COM000828,DC100353,24-01-2026,SMS,,Wrong Number,Y,Chelsea H.
COM000829,DC100353,02/09/2026,Outbound Call,2.9,Left Voicemail,Y,Darren G.
COM000830,DC100353,15/05/2026,SMS,,Call Dropped,Y,Beverley H.
COM000831,DC100353,2026-02-16,Letter,,Call Dropped,Y,David M.
COM000832,DC100354,06-07-2026,SMS,,Customer Confirmed Vulnerability,Y,Raymond R.
COM000833,DC100354,2026-03-18,Inbound Call,3.3,Disputed Debt,Y,Sylvia H.
COM000834,DC100355,2025-01-23,outbound call,13.0,Disputed Debt,Y,Jonathan M.
COM000835,DC100355,2025-01-18,Email,,Customer Confirmed Vulnerability,N,Samuel R.
COM000836,DC100355,2025-09-19,outbound call,14.4,No Answer,Y,Julian M.
COM000837,DC100355,2025-08-28,Letter,,Payment Arranged,Y,Chloe M.
COM000838,DC100357,2025-09-23,Letter,,Payment Arranged,Unknown,Ryan H.
COM000839,DC100357,2025-07-16,Letter,,Complaint Raised,Y,Sharon W.
COM000840,DC100357,12/06/2024,SMS,,Payment Arranged,Y,Gail B.
COM000841,DC100357,2025-08-02,Outbound Call,11.8,No Answer,Y,Pamela S.
COM000842,DC100357,03/09/2025,outbound call,5.2,Left Voicemail,Y,Beth B.
COM000843,DC100358,2026-06-11,SMS,,Wrong Number,Y,Leanne A.
COM000844,DC100359,2024-11-30,outbound call,17.8,Left Voicemail,Y,Toby H.
COM000845,DC100359,2026-01-07,SMS,,Complaint Raised,Y,Julian B.
COM000846,DC100359,27-07-2025,SMS,,Customer Confirmed Vulnerability,Y,Patrick R.
COM000847,DC100359,09/11/2025,Letter,,Left Voicemail,Y,Zoe J.
COM000848,DC100359,19/10/2024,Email,,Call Dropped,Y,Jenna D.
COM000849,DC100359,2025-09-04,SMS,,,Y,Allan T.
COM000850,DC100359,2025-12-27,Inbound Call,20.5,No Answer,Y,Amy W.
COM000851,DC100359,12/08/2025,Letter,,No Answer,Y,Marilyn S.
COM000852,DC100359,08/03/2026,SMS,,Disputed Debt,Y,Megan M.
COM000853,DC100359,28/08/2025,SMS,,Payment Arranged,Y,Amy L.
COM000854,DC100360,08/04/2024,Email,,Left Voicemail,Y,Sara J.
COM000855,DC100360,15-11-2024,Inbound Call,9.2,Call Dropped,Y,Katherine B.
COM000856,DC100362,2024-09-08,Call,4.5,No Answer,Y,Graeme B.
COM000857,DC100362,2025-06-25,SMS,,Call Dropped,Y,Jake D.
COM000858,DC100362,2025-05-13,SMS,,No Answer,Y,Steven F.
COM000859,DC100363,2025-06-21,Letter,,Left Voicemail,Y,Carl P.
COM000860,DC100363,2025-05-04,Email,,No Answer,Y,Chelsea A.
COM000861,DC100363,20/02/2025,Outbound Call,7.9,Requested Callback,Unknown,Sophie M.
COM000862,DC100363,2025-03-27,Call,8.6,No Answer,Y,Justin R.
COM000863,DC100365,06/06/2025,outbound call,16.0,No Answer,N,Rebecca W.
COM000864,DC100365,2025-10-19,SMS,,Payment Arranged,Y,Judith M.
COM000865,DC100365,2025-01-16,Letter,,Call Dropped,N,Cameron H.
COM000866,DC100365,2024-06-01,Call,19.6,No Answer,Y,Derek B.
COM000867,DC100365,2025-05-24,Email,,Disputed Debt,Y,Darren S.
COM000868,DC100365,30/06/2025,Inbound Call,4.5,Payment Arranged,Y,Abdul R.
COM000869,DC100365,2025-08-25,SMS,,No Answer,Y,Tracy T.
COM000870,DC100366,2026-08-03,Email,,No Answer,Y,Gordon F.
COM000871,DC100368,2026-05-29,SMS,,Call Dropped,Y,Tony B.
COM000872,DC100368,11/12/2025,SMS,,No Answer,Y,Joanna H.
COM000873,DC100369,15/10/2025,Inbound Call,10.5,No Answer,Unknown,Edward S.
COM000874,DC100369,01/04/2026,Letter,,Left Voicemail,Y,Julian C.
COM000875,DC100369,2026-02-20,Inbound Call,9.0,Left Voicemail,Y,Harriet M.
COM000876,DC100370,2025-11-28,outbound call,10.2,DSAR Request Logged,Y,Ashley H.
COM000877,DC100370,2026-01-13,Outbound Call,1.9,No Answer,Y,Mohamed S.
COM000878,DC100370,2025-01-26,outbound call,3.7,,Y,Katie W.
COM000879,DC100370,2025-01-18,Inbound Call,11.1,No Answer,Y,Martyn C.
COM000880,DC100370,21/01/2026,Call,14.5,No Answer,Y,Lisa E.
COM000881,DC100370,2026-02-17,outbound call,12.3,Refused to Pay,Y,Jasmine G.
COM000882,DC100370,23/11/2024,outbound call,2.8,No Answer,Y,Jason H.
COM000883,DC100370,17/06/2025,Inbound Call,5.8,Left Voicemail,Y,Patricia W.
COM000884,DC100370,29/09/2024,Inbound Call,19.5,No Answer,Y,Anna A.
COM000885,DC100370,01/09/2025,Letter,,Complaint Raised,Y,John W.
COM000886,DC100371,2025-07-02,Outbound Call,13.6,No Answer,Y,Brett P.
COM000887,DC100371,2026-04-29,SMS,,Payment Arranged,Y,Victor D.
COM000888,DC100371,2026-01-15,Inbound Call,19.1,Left Voicemail,Y,Valerie J.
COM000889,DC100371,2026-08-01,Outbound Call,4.9,Payment Arranged,Y,Dylan E.
COM000890,DC100373,28/03/2026,Email,,Wrong Number,Unknown,Donald S.
COM000891,DC100373,01-08-2026,Outbound Call,16.8,Payment Arranged,N,Jake T.
COM000892,DC100373,16-09-2025,Letter,,Refused to Pay,Y,Bethany M.
COM000893,DC100373,28/07/2026,outbound call,19.0,Payment Arranged,Y,Charlotte G.
COM000894,DC100373,2025-09-01,Call,18.0,No Answer,Y,Joyce B.
COM000895,DC100374,2025-02-27,outbound call,17.6,Left Voicemail,Y,Bryan C.
COM000896,DC100374,30/06/2025,Inbound Call,3.3,Requested Callback,Y,Louise R.
COM000897,DC100375,2025-05-29,SMS,,No Answer,Y,Rita W.
COM000898,DC100375,2025-03-20,Email,,No Answer,Y,Ashleigh J.
COM000899,DC100376,2026-07-15,Call,8.3,Call Dropped,Y,Lauren B.
COM000900,DC100377,2025-04-19,Email,,Left Voicemail,Y,Max H.
COM000901,DC100377,18/04/2025,outbound call,11.5,Payment Arranged,Y,Jake R.
COM000902,DC100377,17-12-2025,Letter,,No Answer,Y,David L.
COM000903,DC100377,2026-04-03,Inbound Call,9.4,Complaint Raised,Y,Dorothy K.
COM000904,DC100377,2024-09-14,Letter,,,Y,Jennifer H.
COM000905,DC100377,30/07/2025,Inbound Call,1.6,No Answer,Y,Anna E.
COM000906,DC100377,29/08/2025,Outbound Call,15.4,Refused to Pay,Y,Darren B.
COM000907,DC100377,2025-12-15,Call,3.8,No Answer,N,Helen C.
COM000908,DC100377,2025-11-27,Call,3.6,No Answer,Y,Beth B.
COM000909,DC100377,2025-06-12,Email,,Complaint Raised,Y,Jason N.
COM000910,DC100378,2025-02-08,outbound call,16.1,Disputed Debt,Y,Justin W.
COM000911,DC100378,2026-04-21,SMS,,Payment Arranged,Y,Denis M.
COM000912,DC100378,20/01/2025,Letter,,Payment Arranged,Y,Abbie H.
COM000913,DC100380,14-11-2025,Outbound Call,4.2,Wrong Number,Y,Marian C.
COM000914,DC100381,18/12/2025,Letter,,Left Voicemail,Y,Samuel A.
COM000915,DC100381,2025-03-17,outbound call,13.2,Left Voicemail,Y,Valerie S.
COM000916,DC100381,2026-06-30,Letter,,Requested Callback,Y,Angela C.
COM000917,DC100381,2025-08-23,Email,,Requested Callback,Unknown,Callum H.
COM000918,DC100381,2025-11-04,SMS,,Complaint Raised,Y,Georgina P.
COM000919,DC100381,2025-09-21,Inbound Call,5.5,Disputed Debt,Y,Owen W.
COM000920,DC100381,09/05/2026,Inbound Call,3.7,No Answer,Unknown,Marie D.
COM000921,DC100381,2025-08-30,Inbound Call,17.2,Payment Arranged,N,Carly D.
COM000922,DC100381,10-07-2025,Call,12.7,DSAR Request Logged,Y,Dale K.
COM000923,DC100381,07/04/2025,Outbound Call,9.0,Wrong Number,Unknown,Gary P.
COM000924,DC100382,07/08/2026,Letter,,Disputed Debt,Y,Gerard A.
COM000925,DC100384,2026-07-24,outbound call,18.3,,Y,James M.
COM000926,DC100387,18/12/2025,Outbound Call,19.8,No Answer,Y,Malcolm C.
COM000927,DC100387,2025-01-25,outbound call,13.0,Refused to Pay,Y,Allan R.
COM000928,DC100387,25-08-2025,SMS,,Call Dropped,Y,Kathleen T.
COM000929,DC100387,19/02/2025,Email,,Refused to Pay,Y,Glen C.
COM000930,DC100388,24/06/2025,Email,,Left Voicemail,Y,Kayleigh O.
COM000931,DC100388,25-04-2026,SMS,,Customer Confirmed Vulnerability,Y,Neil N.
COM000932,DC100388,2026-05-14,Call,10.0,Disputed Debt,Y,Hilary H.
COM000933,DC100388,2025-11-09,Email,,Payment Arranged,Y,Amber R.
COM000934,DC100388,2026-04-11,outbound call,6.7,No Answer,Y,Clive H.
COM000935,DC100388,2026-01-21,Inbound Call,5.9,DSAR Request Logged,Y,Sarah W.
COM000936,DC100388,2026-06-23,Inbound Call,3.1,Left Voicemail,Y,Norman W.
COM000937,DC100388,2026-01-25,Inbound Call,2.6,No Answer,Y,Joyce S.
COM000938,DC100388,2025-08-09,Call,13.2,Wrong Number,Unknown,Sean T.
COM000939,DC100388,2025-07-24,outbound call,17.7,Requested Callback,N,Charlotte B.
COM000940,DC100389,18/06/2024,Outbound Call,2.7,Left Voicemail,Y,Holly P.
COM000941,DC100389,2024-12-01,Letter,,Payment Arranged,Y,Melissa B.
COM000942,DC100390,2024-06-07,Inbound Call,1.0,Left Voicemail,Y,Alexandra R.
COM000943,DC100390,2024-09-05,Outbound Call,7.3,,Y,Lorraine H.
COM000944,DC100390,2024-08-07,Inbound Call,9.9,No Answer,Y,Janice C.
COM000945,DC100390,16/12/2023,Email,,Payment Arranged,Y,Jennifer J.
COM000946,DC100391,02/01/2024,outbound call,6.1,Payment Arranged,Y,Bethan B.
COM000947,DC100391,07/04/2025,Inbound Call,2.8,Payment Arranged,Y,Catherine K.
COM000948,DC100392,2026-02-27,Outbound Call,12.1,Disputed Debt,Y,Malcolm E.
COM000949,DC100392,17/06/2026,SMS,,Requested Callback,Y,Charlie A.
COM000950,DC100392,06/08/2026,SMS,,Left Voicemail,Y,Shirley B.
COM000951,DC100392,01/10/2026,Call,14.4,Left Voicemail,Y,Mohammad J.
COM000952,DC100392,2026-03-29,SMS,,,Y,Karen T.
COM000953,DC100392,2026-08-05,SMS,,Payment Arranged,Y,Michael H.
COM000954,DC100392,2026-05-10,Letter,,,Y,Abigail H.
COM000955,DC100392,2026-07-24,Call,9.8,Disputed Debt,Y,Charles S.
COM000956,DC100393,2024-05-17,Email,,Wrong Number,Y,Shaun P.
COM000957,DC100393,2024-05-28,Email,,Left Voicemail,Y,Mark F.
COM000958,DC100394,05-07-2025,Letter,,Requested Callback,Unknown,Jessica W.
COM000959,DC100394,22/07/2024,Inbound Call,17.5,No Answer,Y,Callum S.
COM000960,DC100394,2024-05-04,outbound call,13.9,Wrong Number,Unknown,Jeffrey H.
COM000961,DC100395,2025-06-15,Call,2.4,No Answer,Y,Conor A.
COM000962,DC100395,2025-03-29,Letter,,Requested Callback,Y,Benjamin J.
COM000963,DC100396,13/07/2026,outbound call,12.5,Wrong Number,Y,Marion C.
COM000964,DC100397,25/06/2024,Letter,,Complaint Raised,Y,Ross B.
COM000965,DC100397,2024-06-29,Email,,,Y,Neil R.
COM000966,DC100398,27/02/2026,Email,,No Answer,Y,Ryan B.
COM000967,DC100398,2026-08-19,Outbound Call,19.3,Payment Arranged,Y,Carly B.
COM000968,DC100399,2025-12-01,Email,,Disputed Debt,Y,Sian P.
COM000969,DC100399,10/10/2025,Outbound Call,8.1,Payment Arranged,Y,Duncan B.
COM000970,DC100400,2026-07-02,Email,,Wrong Number,Y,Sheila H.
COM000971,DC100401,2026-05-24,Inbound Call,20.7,No Answer,Y,Howard S.
COM000972,DC100402,2025-08-06,Inbound Call,19.0,Call Dropped,Y,Connor N.
COM000973,DC100402,08-03-2025,Letter,,Refused to Pay,Y,Lisa W.
COM000974,DC100404,2026-08-13,outbound call,12.9,Requested Callback,Y,Thomas W.
COM000975,DC100404,2026-04-10,Inbound Call,9.3,Left Voicemail,Y,Josephine S.
COM000976,DC100406,09/15/2026,Call,19.0,Left Voicemail,Y,Albert M.
COM000977,DC100408,02/01/2026,Call,13.5,Requested Callback,Y,Paige P.
COM000978,DC100408,2026-04-12,SMS,,Wrong Number,Y,Anna T.
COM000979,DC100409,24/10/2024,Inbound Call,19.8,No Answer,Y,Jenna P.
COM000980,DC100410,09/04/2026,SMS,,Requested Callback,Y,Graeme T.
COM000981,DC100410,2026-05-19,SMS,,Call Dropped,Unknown,Jordan W.
COM000982,DC100411,30/03/2026,Call,16.5,Disputed Debt,Y,Samantha D.
COM000983,DC100412,2026-05-08,Inbound Call,20.3,Disputed Debt,Unknown,John Y.
COM000984,DC100412,08/06/2026,Email,,Requested Callback,Y,Patrick M.
COM000985,DC100413,14/02/2026,SMS,,No Answer,Y,Christian H.
COM000986,DC100413,11/10/2025,outbound call,17.0,Customer Confirmed Vulnerability,Y,Bethany R.
COM000987,DC100413,07/18/2025,Outbound Call,18.3,Left Voicemail,Y,Peter B.
COM000988,DC100413,2025-11-23,Outbound Call,1.4,Disputed Debt,Y,Malcolm W.
COM000989,DC100413,2026-02-25,Outbound Call,12.6,Left Voicemail,Y,Louise C.
COM000990,DC100414,2026-04-22,Call,13.8,Wrong Number,Y,Shaun W.
COM000991,DC100414,2026-03-08,Outbound Call,2.5,Requested Callback,N,Georgina B.
COM000992,DC100414,21/07/2026,Letter,,Refused to Pay,Unknown,Roy W.
COM000993,DC100416,01-02-2024,SMS,,Refused to Pay,Y,Tina W.
COM000994,DC100416,2024-10-29,SMS,,Disputed Debt,Y,Ronald T.
COM000995,DC100416,2025-01-29,Inbound Call,18.2,No Answer,N,Judith T.
COM000996,DC100417,2026-02-07,outbound call,7.9,DSAR Request Logged,Y,Wendy W.
COM000997,DC100417,2026-01-21,Letter,,No Answer,Y,Joyce O.
COM000998,DC100417,2025-06-29,Inbound Call,9.6,No Answer,Y,Neil W.
COM000999,DC100418,17/09/2026,Call,4.8,Refused to Pay,Y,Stephanie W.
COM001000,DC100418,22/04/2026,Email,,Wrong Number,Y,Paula H.
COM001001,DC100418,2026-07-09,Inbound Call,15.3,Payment Arranged,Y,Georgina W.
COM001002,DC100418,2026-02-03,Call,20.2,Wrong Number,Y,Joan S.
COM001003,DC100419,29/08/2025,outbound call,3.9,Complaint Raised,Y,Gillian M.
COM001004,DC100419,2026-08-06,outbound call,4.0,No Answer,Y,Pauline T.
COM001005,DC100419,08/06/2026,Email,,,Y,Hollie G.
COM001006,DC100419,13/08/2025,outbound call,1.1,Requested Callback,N,Suzanne L.
COM001007,DC100419,2025-10-23,Call,12.1,Payment Arranged,Y,Lindsey P.
COM001008,DC100420,19/08/2026,Call,17.7,Wrong Number,Y,Declan B.
COM001009,DC100421,13/02/2026,Email,,Payment Arranged,N,Beth B.
COM001010,DC100422,17/11/2024,SMS,,Payment Arranged,Y,Lorraine R.
COM001011,DC100422,10/25/2025,Email,,Payment Arranged,Y,Tina H.
COM001012,DC100422,21/10/2024,SMS,,Requested Callback,Y,Natasha W.
COM001013,DC100423,2025-07-10,Outbound Call,10.7,Payment Arranged,Y,Kyle R.
COM001014,DC100423,2026-01-07,Outbound Call,13.4,Refused to Pay,Y,Martyn F.
COM001015,DC100423,2026-02-21,Call,11.7,Left Voicemail,Y,Graeme T.
COM001016,DC100423,27-01-2026,Inbound Call,14.2,Refused to Pay,Y,Sylvia G.
COM001017,DC100425,2025-07-23,Inbound Call,20.3,Payment Arranged,Y,Lesley M.
COM001018,DC100425,2025-02-08,Call,16.9,No Answer,Y,Alexander W.
COM001019,DC100425,2024-09-16,outbound call,8.9,Payment Arranged,Y,Allan R.
COM001020,DC100425,2024-09-09,Inbound Call,8.3,,Y,Paula C.
COM001021,DC100425,2024-09-20,Outbound Call,15.1,No Answer,Y,Bernard K.
COM001022,DC100426,2026-06-28,Email,,Payment Arranged,Y,Darren S.
COM001023,DC100427,2025-11-01,Outbound Call,15.1,,Y,Holly S.
COM001024,DC100427,17/10/2025,Email,,Payment Arranged,Y,Abbie K.
COM001025,DC100427,03/26/2025,outbound call,13.3,Call Dropped,Y,Wayne B.
COM001026,DC100427,2024-09-26,Outbound Call,5.0,,Y,Judith M.
COM001027,DC100427,03/09/2024,Inbound Call,3.3,Customer Confirmed Vulnerability,Y,Gary O.
COM001028,DC100429,2025-09-22,Call,7.5,Complaint Raised,Unknown,Mandy E.
COM001029,DC100430,2026-05-14,Email,,No Answer,Y,Ellie C.
COM001030,DC100431,2026-02-21,Inbound Call,17.6,Wrong Number,Y,James C.
COM001031,DC100431,2026-08-20,Email,,Left Voicemail,Y,Ashleigh M.
COM001032,DC100432,2024-04-30,Email,,Payment Arranged,N,Bethan B.
COM001033,DC100434,27/01/2025,Letter,,No Answer,Y,Jennifer S.
COM001034,DC100434,2025-03-20,SMS,,Disputed Debt,Unknown,Scott B.
COM001035,DC100434,05/01/2025,Call,13.0,Refused to Pay,Y,Timothy S.
COM001036,DC100435,2026-08-26,Email,,Disputed Debt,Y,Luke S.
COM001037,DC100435,13/05/2026,Call,12.4,Left Voicemail,Y,Callum H.
COM001038,DC100436,2026-02-09,SMS,,Requested Callback,Y,Anthony R.
COM001039,DC100436,2025-10-24,Email,,Left Voicemail,N,Hannah C.
COM001040,DC100438,2026-06-16,Letter,,Disputed Debt,Y,Leigh E.
COM001041,DC100439,2026-08-13,SMS,,DSAR Request Logged,Y,Chloe M.
COM001042,DC100439,21-06-2025,SMS,,Refused to Pay,Y,Susan S.
COM001043,DC100440,2026-09-15,Outbound Call,4.1,Payment Arranged,Unknown,Kathryn P.
COM001044,DC100441,26/03/2024,Call,1.5,Requested Callback,Y,Steven R.
COM001045,DC100441,2025-03-31,Call,21.0,No Answer,Y,Naomi W.
COM001046,DC100441,13/08/2024,Letter,,Disputed Debt,Y,June A.
COM001047,DC100443,2026-07-19,Outbound Call,3.9,Customer Confirmed Vulnerability,Y,Liam J.
COM001048,DC100443,2026-09-20,Letter,,No Answer,Y,Gemma T.
COM001049,DC100444,2024-11-28,Call,11.1,No Answer,Unknown,Sam J.
COM001050,DC100444,2024-02-09,Call,10.5,Payment Arranged,Y,Melanie L.
COM001051,DC100446,2024-03-04,outbound call,7.6,Refused to Pay,Y,Louis G.
COM001052,DC100446,24-06-2024,outbound call,7.2,,Unknown,Joanna P.
COM001053,DC100446,10/06/2024,SMS,,Left Voicemail,Y,Joseph B.
COM001054,DC100446,2023-12-29,Email,,Refused to Pay,Y,Deborah M.
COM001055,DC100447,29/04/2026,Inbound Call,15.9,No Answer,Y,Reece S.
COM001056,DC100447,2025-09-26,Outbound Call,1.4,Refused to Pay,Y,Samantha J.
COM001057,DC100447,2026-03-22,Call,5.9,Refused to Pay,Y,Donna H.
COM001058,DC100447,2026-07-24,Inbound Call,18.8,No Answer,Y,Carol R.
COM001059,DC100449,07/03/2026,SMS,,Wrong Number,Y,Lisa H.
COM001060,DC100449,17-06-2026,Letter,,Customer Confirmed Vulnerability,Unknown,Simon C.
COM001061,DC100449,2026-05-07,Outbound Call,8.3,Complaint Raised,Y,Beth N.
COM001062,DC100450,2024-12-24,SMS,,Refused to Pay,Y,Alexandra L.
COM001063,DC100451,28/04/2025,Outbound Call,20.0,Wrong Number,N,Linda H.
COM001064,DC100451,23-05-2025,Letter,,Customer Confirmed Vulnerability,Y,Kimberley H.
COM001065,DC100451,2026-06-19,Outbound Call,12.3,Complaint Raised,Y,Conor H.
COM001066,DC100451,11/30/2025,SMS,,No Answer,Y,Alan W.
COM001067,DC100454,2025-09-22,Call,18.3,Complaint Raised,Y,Rachael W.
COM001068,DC100454,20/10/2025,Call,2.5,Wrong Number,Y,Eric S.
COM001069,DC100454,2026-01-13,Inbound Call,18.0,Requested Callback,Y,Leigh B.
COM001070,DC100455,2026-06-26,Call,13.1,Requested Callback,Unknown,Nicola T.
COM001071,DC100456,2024-06-12,outbound call,13.8,Disputed Debt,Y,Leslie C.
COM001072,DC100456,01/08/2024,Call,12.6,Disputed Debt,Y,Tracy Y.
COM001073,DC100456,09-05-2024,Email,,DSAR Request Logged,Y,Terence N.
COM001074,DC100457,07/08/2026,Outbound Call,5.3,No Answer,Y,Conor B.
COM001075,DC100457,2026-08-15,Letter,,Requested Callback,Unknown,Victoria K.
COM001076,DC100458,2026-09-17,SMS,,,Y,Glenn S.
COM001077,DC100459,2026-04-23,outbound call,4.8,Wrong Number,Y,Danny P.
COM001078,DC100459,2026-02-03,Letter,,Wrong Number,Y,Derek S.
COM001079,DC100459,2026-08-31,outbound call,19.2,Left Voicemail,Y,Katherine B.
COM001080,DC100459,2025-08-01,Outbound Call,5.5,Requested Callback,Y,Heather S.
COM001081,DC100459,2025-10-14,Inbound Call,6.2,No Answer,Y,Simon W.
COM001082,DC100460,2025-03-11,outbound call,16.8,Left Voicemail,Y,Marilyn G.
COM001083,DC100460,08/07/2026,Call,5.7,Refused to Pay,Y,Marian G.
COM001084,DC100460,09/04/2025,Call,2.0,Left Voicemail,Y,Brenda B.
COM001085,DC100460,19-04-2025,Call,3.5,Left Voicemail,Y,Sean D.
COM001086,DC100460,12/08/2026,SMS,,Customer Confirmed Vulnerability,N,Graeme W.
COM001087,DC100460,21/06/2025,Letter,,Left Voicemail,Y,Graham M.
COM001088,DC100460,2025-06-07,Email,,DSAR Request Logged,Y,Alexandra R.
COM001089,DC100461,02-08-2024,Call,3.5,Payment Arranged,Unknown,Marc M.
COM001090,DC100461,2024-07-15,Outbound Call,19.1,Wrong Number,Y,Shane S.
COM001091,DC100461,2024-11-11,SMS,,Requested Callback,Y,Lawrence M.
COM001092,DC100461,01/01/2026,Call,18.3,Requested Callback,N,Christian G.
COM001093,DC100461,2024-10-03,Inbound Call,15.0,Left Voicemail,Y,Dorothy T.
COM001094,DC100462,2025-06-08,Call,14.9,Payment Arranged,Y,Eric S.
COM001095,DC100462,2025-07-11,Email,,Payment Arranged,Y,Reece W.
